Run Beam Mode DLY | iEta iPhi Imon VDrift Gain f_Ar f_CO f_CF4 | IPreAmpI IPreAmpF IPreAmpO IShaper IShaperFeed IComp MSPL Lat Thresh | Sigma_Histo Sigma_Gaus Sigma_Cont Sigma_Num | Pk1_Pos Pk1_Int Pk2_Pos Pk2_Int Pk3_Pos Pk3_Int
1347 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 200 -1 -1 -1 4 -1 2.00 |  20.01 11.98 9.49 18.67 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1348 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 50 -1 -1 -1 -1 4 -1 2.00 |  18.07 13.07 10.81 16.57 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1349 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 60 -1 -1 -1 -1 4 -1 2.00 |  17.95 12.17 9.74 16.43 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1350 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 70 -1 -1 -1 -1 4 -1 2.00 |  20.39 12.00 9.48 19.07 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1351 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 80 -1 -1 -1 -1 4 -1 2.00 |  12.92 12.25 9.86 10.72 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1352 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 90 -1 -1 -1 -1 4 -1 2.00 |  12.14 11.98 9.50 9.77 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1353 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 100 -1 -1 -1 -1 4 -1 2.00 |  12.46 11.97 9.50 10.15 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1354 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 110 -1 -1 -1 -1 4 -1 2.00 |  12.40 11.98 9.51 10.09 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1355 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 120 -1 -1 -1 -1 4 -1 2.00 |  22.73 12.20 9.78 21.55 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1356 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 130 -1 -1 -1 -1 4 -1 2.00 |  18.34 12.16 9.74 16.86 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1357 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 140 -1 -1 -1 -1 4 -1 2.00 |  18.85 12.39 10.01 17.41 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1358 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 150 -1 -1 -1 -1 4 -1 2.00 |  20.76 12.67 10.39 19.46 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1359 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 160 -1 -1 -1 -1 4 -1 2.00 |  19.25 12.51 10.18 17.85 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1360 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 170 -1 -1 -1 -1 4 -1 2.00 |  21.11 12.23 9.84 19.84 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1361 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 180 -1 -1 -1 -1 4 -1 2.00 |  21.20 12.59 10.24 19.93 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1362 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 190 -1 -1 -1 -1 4 -1 2.00 |  20.15 12.58 10.23 18.82 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1363 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 200 -1 -1 -1 -1 4 -1 2.00 |  17.61 12.50 10.16 16.07 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1364 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | 168 -1 -1 -1 -1 -1 4 -1 2.00 |  19.93 12.30 9.85 18.57 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1365 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 2.00 |  16.91 12.03 9.54 15.29 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1366 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 -1 -1 -1 50 -1 4 -1 2.00 |  18.46 13.17 11.01 16.99 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1367 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 -1 -1 -1 70 -1 4 -1 2.00 |  20.90 13.69 11.59 19.61 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1368 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 -1 -1 -1 90 -1 4 -1 2.00 |  25.30 13.53 11.39 24.24 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1369 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 -1 -1 -1 110 -1 4 -1 2.00 |  28.63 13.28 11.12 27.70 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1370 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 -1 -1 -1 130 -1 4 -1 2.00 |  26.47 13.55 11.46 25.46 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1371 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 -1 -1 -1 150 -1 4 -1 2.00 |  75.33 27.74 279751.41 74.94 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1372 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 -1 -1 -1 170 -1 4 -1 2.00 |  18.21 2685.75 1059.77 16.71 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1373 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 -1 -1 -1 190 -1 4 -1 2.00 |  219.00 219.00 87.73 218.70 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1374 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 -1 -1 -1 210 -1 4 -1 2.00 |  178.13 51396.49 25844.71 177.84 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1375 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 -1 -1 -1 100 -1 4 -1 2.00 |  21.04 12.83 10.53 19.76 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1376 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 -1 -1 100 -1 -1 4 -1 2.00 |  23.76 13.47 11.37 22.63 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1377 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 -1 -1 120 -1 -1 4 -1 2.00 |  23.69 13.48 11.35 22.56 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1378 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 -1 -1 140 -1 -1 4 -1 2.00 |  23.69 13.33 11.19 22.56 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1379 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 -1 -1 160 -1 -1 4 -1 2.00 |  24.76 13.33 11.17 23.68 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1380 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 -1 -1 180 -1 -1 4 -1 2.00 |  23.53 13.13 10.97 22.39 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1381 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 -1 -1 200 -1 -1 4 -1 2.00 |  23.26 12.93 10.71 22.11 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1382 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 -1 -1 220 -1 -1 4 -1 2.00 |  22.16 13.30 11.12 20.95 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1383 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 -1 -1 240 -1 -1 4 -1 2.00 |  21.16 13.52 11.40 19.89 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1384 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 -1 -1 150 -1 -1 4 -1 2.00 |  22.96 13.53 11.43 21.79 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1385 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 -1 -1 -1 -1 70 4 -1 2.00 |  23.19 13.27 11.09 22.04 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1386 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 -1 -1 -1 -1 90 4 -1 2.00 |  22.16 13.10 10.92 20.95 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1387 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 -1 -1 -1 -1 110 4 -1 2.00 |  27.97 13.73 11.65 27.01 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1388 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 -1 -1 -1 -1 130 4 -1 2.00 |  22.47 13.67 11.58 21.28 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1389 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 -1 -1 -1 -1 150 4 -1 2.00 |  19.17 13.36 11.17 17.76 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1390 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 -1 -1 -1 -1 170 4 -1 2.00 |  16.20 13.54 11.43 14.51 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1391 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 -1 -1 -1 -1 190 4 -1 2.00 |  20.96 13.44 11.30 19.67 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1392 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 2.00 |  20.26 13.25 11.08 18.93 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1393 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | 100 -1 -1 -1 -1 -1 4 -1 2.00 |  14.24 13.56 11.47 12.28 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1394 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | 120 -1 -1 -1 -1 -1 4 -1 2.00 |  14.47 13.88 11.83 12.54 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1395 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | 140 -1 -1 -1 -1 -1 4 -1 2.00 |  14.13 13.12 10.92 12.15 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1396 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | 160 -1 -1 -1 -1 -1 4 -1 2.00 |  14.06 13.73 11.66 12.06 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1397 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | 180 -1 -1 -1 -1 -1 4 -1 2.00 |  14.09 13.46 11.32 12.10 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1398 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | 200 -1 -1 -1 -1 -1 4 -1 2.00 |  13.99 13.19 11.02 11.99 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1399 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | 168 -1 -1 -1 -1 -1 4 -1 2.00 |  14.14 13.79 11.75 12.16 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1400 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 -1 100 -1 -1 -1 4 -1 2.00 |  14.34 13.99 12.00 12.39 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1401 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 -1 120 -1 -1 -1 4 -1 2.00 |  14.50 14.13 12.13 12.58 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1402 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 -1 140 -1 -1 -1 4 -1 2.00 |  13.96 13.62 11.52 11.95 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1403 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 -1 160 -1 -1 -1 4 -1 2.00 |  14.01 13.51 11.41 12.01 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1404 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 -1 180 -1 -1 -1 4 -1 2.00 |  14.16 13.74 11.65 12.18 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1405 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 -1 200 -1 -1 -1 4 -1 2.00 |  14.28 13.58 11.48 12.32 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1406 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 -1 150 -1 -1 -1 4 -1 2.00 |  13.74 13.30 11.13 11.69 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1407 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 50 -1 -1 -1 -1 4 -1 2.00 |  15.24 14.94 13.07 13.43 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1408 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 70 -1 -1 -1 -1 4 -1 2.00 |  14.26 13.55 11.46 12.30 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1409 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 90 -1 -1 -1 -1 4 -1 2.00 |  13.92 13.35 11.18 11.90 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1410 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 110 -1 -1 -1 -1 4 -1 2.00 |  14.23 13.50 11.38 12.26 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1411 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 130 -1 -1 -1 -1 4 -1 2.00 |  13.77 13.16 11.01 11.73 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1412 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 150 -1 -1 -1 -1 4 -1 2.00 |  14.12 13.61 11.48 12.14 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1413 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 170 -1 -1 -1 -1 4 -1 2.00 |  14.02 13.51 11.41 12.02 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1414 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 190 -1 -1 -1 -1 4 -1 2.00 |  13.98 13.54 11.46 11.97 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1415 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 200 -1 -1 -1 -1 4 -1 2.00 |  18.29 14.17 12.20 16.80 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1416 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 80 -1 -1 -1 -1 4 -1 2.00 |  13.87 13.45 11.32 11.85 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1417 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 -1 -1 -1 50 -1 4 -1 2.00 |  15.74 14.76 12.86 13.98 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1418 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 -1 -1 -1 70 -1 4 -1 2.00 |  15.94 14.60 12.65 14.21 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1419 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 -1 -1 -1 90 -1 4 -1 2.00 |  15.54 14.98 13.11 13.76 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1420 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 -1 -1 -1 110 -1 4 -1 2.00 |  15.37 14.87 12.99 13.57 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1421 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 -1 -1 -1 130 -1 4 -1 2.00 |  16.07 15.43 13.62 14.36 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1422 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 -1 -1 -1 150 -1 4 -1 2.00 |  18.01 34.22 38.17 16.51 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1423 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 -1 -1 -1 170 -1 4 -1 2.00 |  0.00 -1.00 -1.00 0.00 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1424 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 -1 -1 -1 190 -1 4 -1 2.00 |  0.00 -1.00 -1.00 0.00 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1425 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 -1 -1 -1 210 -1 4 -1 2.00 |  52.49 3264.76 1557.54 51.97 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1426 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 -1 -1 -1 100 -1 4 -1 2.00 |  15.44 14.52 12.60 13.65 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1427 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 -1 -1 100 -1 -1 4 -1 2.00 |  15.40 14.68 12.79 13.60 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1428 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 -1 -1 120 -1 -1 4 -1 2.00 |  15.54 14.66 12.74 13.76 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1429 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 -1 -1 140 -1 -1 4 -1 2.00 |  15.71 15.14 13.26 13.96 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1430 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 -1 -1 160 -1 -1 4 -1 2.00 |  15.47 14.67 12.72 13.69 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1431 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 -1 -1 180 -1 -1 4 -1 2.00 |  15.33 14.59 12.64 13.52 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1432 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 -1 -1 200 -1 -1 4 -1 2.00 |  15.19 14.32 12.34 13.37 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1433 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 -1 -1 220 -1 -1 4 -1 2.00 |  15.65 14.45 12.49 13.88 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1434 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 -1 -1 240 -1 -1 4 -1 2.00 |  15.38 14.45 12.48 13.58 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1435 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 -1 -1 150 -1 -1 4 -1 2.00 |  14.88 13.97 11.93 13.01 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1436 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 -1 -1 -1 -1 70 4 -1 2.00 |  15.24 14.35 12.36 13.42 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1437 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 -1 -1 -1 -1 90 4 -1 2.00 |  15.29 14.61 12.70 13.48 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1438 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 -1 -1 -1 -1 110 4 -1 2.00 |  15.84 15.27 13.44 14.11 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1439 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 -1 -1 -1 -1 130 4 -1 2.00 |  16.58 15.73 13.96 14.93 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1440 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 -1 -1 -1 -1 150 4 -1 2.00 |  16.56 15.87 14.13 14.90 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1441 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 -1 -1 -1 -1 170 4 -1 2.00 |  16.30 15.56 13.77 14.62 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1442 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 -1 -1 -1 -1 190 4 -1 2.00 |  16.05 15.37 13.55 14.33 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1443 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 2.00 |  15.37 14.23 12.20 13.57 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1444 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | 100 -1 -1 -1 -1 -1 4 -1 2.00 |  15.48 14.55 12.63 13.69 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1445 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | 120 -1 -1 -1 -1 -1 4 -1 2.00 |  14.99 14.50 12.56 13.14 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1446 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | 140 -1 -1 -1 -1 -1 4 -1 2.00 |  15.36 14.48 12.53 13.56 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1447 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | 160 -1 -1 -1 -1 -1 4 -1 2.00 |  15.45 14.66 12.73 13.66 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1448 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | 180 -1 -1 -1 -1 -1 4 -1 2.00 |  15.20 14.67 12.76 13.38 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1449 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | 200 -1 -1 -1 -1 -1 4 -1 2.00 |  15.61 14.30 12.31 13.85 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1450 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | 168 -1 -1 -1 -1 -1 4 -1 2.00 |  15.48 14.74 12.81 13.69 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1451 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 -1 100 -1 -1 -1 4 -1 2.00 |  15.64 14.39 12.41 13.88 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1452 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 -1 120 -1 -1 -1 4 -1 2.00 |  15.65 14.47 12.51 13.88 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1453 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 -1 140 -1 -1 -1 4 -1 2.00 |  16.86 14.55 12.62 15.24 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1454 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 -1 160 -1 -1 -1 4 -1 2.00 |  15.07 13.75 11.69 13.24 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1455 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 -1 180 -1 -1 -1 4 -1 2.00 |  16.28 14.18 12.18 14.60 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1456 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 -1 200 -1 -1 -1 4 -1 2.00 |  15.41 14.40 12.42 13.62 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1457 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 -1 150 -1 -1 -1 4 -1 2.00 |  16.35 14.62 12.68 14.68 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1458 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 50 -1 -1 -1 -1 4 -1 2.00 |  16.13 14.51 12.57 14.42 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1459 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 70 -1 -1 -1 -1 4 -1 2.00 |  15.62 14.20 12.20 13.85 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1460 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 90 -1 -1 -1 -1 4 -1 2.00 |  16.12 14.45 12.50 14.42 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
