Run Beam Mode DLY | iEta iPhi Imon VDrift Gain f_Ar f_CO f_CF4 | IPreAmpI IPreAmpF IPreAmpO IShaper IShaperFeed IComp MSPL Lat Thresh | Sigma_Histo Sigma_Gaus Sigma_Cont Sigma_Num | Pk1_Pos Pk1_Int Pk2_Pos Pk2_Int Pk3_Pos Pk3_Int
171 13 0 -1.00 |  5 2 590.00 2773.59 872.00 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  32.28 29.64 28.73 31.45 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
172 13 0 -1.00 |  5 2 610.00 2867.61 1818.14 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  26.94 29.61 28.70 25.95 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
174 13 0 -1.00 |  5 2 630.00 2961.63 3790.85 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  25.01 25.88 24.84 23.94 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
176 13 0 -1.00 |  5 2 650.00 3055.65 7903.97 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  23.03 22.40 21.20 21.87 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
178 13 0 -1.00 |  5 2 670.00 3149.67 16479.92 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  18.96 17.72 16.17 17.53 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
180 13 0 -1.00 |  5 2 690.00 3243.69 34360.86 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  15.94 15.03 13.16 14.21 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
182 13 0 -1.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  14.21 12.83 10.58 12.25 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
184 13 0 -1.00 |  5 2 550.00 2585.55 200.59 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  142.40 2479.05 0.23 142.11 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
186 13 0 -1.00 |  5 2 570.00 2679.57 418.22 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  113.50 1866.49 38.17 113.18 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
188 13 0 -1.00 |  5 2 590.00 2773.59 872.00 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  66.08 31.57 126.57 65.65 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
190 13 0 -1.00 |  5 2 610.00 2867.61 1818.14 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  29.78 29.00 28.08 28.88 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
192 13 0 -1.00 |  5 2 630.00 2961.63 3790.85 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  25.51 25.52 24.46 24.46 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
194 13 0 -1.00 |  5 2 650.00 3055.65 7903.97 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  23.65 23.09 21.92 22.52 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
196 13 0 -1.00 |  5 2 670.00 3149.67 16479.92 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  19.20 17.41 15.83 17.79 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
198 13 0 -1.00 |  5 2 690.00 3243.69 34360.86 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  16.09 14.79 12.87 14.38 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
200 13 0 -1.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  14.48 12.93 10.69 12.55 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
202 11 1 30.00 |  5 2 690.00 3243.69 34360.86 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  16.14 -1.00 -1.00 -1.00 |  299.50 2509.00 323.50 885.00 275.50 677.00
204 11 1 35.00 |  5 2 690.00 3243.69 34360.86 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  11.88 -1.00 -1.00 -1.00 |  304.50 6656.00 280.50 1885.00 256.50 138.00
206 11 1 40.00 |  5 2 690.00 3243.69 34360.86 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  13.13 -1.00 -1.00 -1.00 |  309.50 5446.00 285.50 3034.00 261.50 216.00
208 11 1 45.00 |  5 2 690.00 3243.69 34360.86 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  13.87 -1.00 -1.00 -1.00 |  290.50 4454.00 313.50 3974.00 266.50 400.00
210 11 1 50.00 |  5 2 690.00 3243.69 34360.86 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  13.22 -1.00 -1.00 -1.00 |  295.50 6030.00 318.50 1915.00 271.50 719.00
212 11 1 20.00 |  5 2 690.00 3243.69 34360.86 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  14.47 -1.00 -1.00 -1.00 |  290.50 4454.00 313.50 3572.00 266.50 504.00
214 11 1 25.00 |  5 2 690.00 3243.69 34360.86 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  13.38 -1.00 -1.00 -1.00 |  294.50 6048.00 318.50 1949.00 270.50 738.00
216 11 1 23.00 |  5 2 690.00 3243.69 34360.86 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  13.98 -1.00 -1.00 -1.00 |  293.50 5532.00 316.50 2467.00 269.50 650.00
218 11 1 27.00 |  5 2 690.00 3243.69 34360.86 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  12.81 -1.00 -1.00 -1.00 |  296.50 6565.00 320.50 1258.00 272.50 953.00
220 11 1 33.00 |  5 2 690.00 3243.69 34360.86 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  14.75 -1.00 -1.00 -1.00 |  302.50 4200.00 278.50 2460.00 326.50 187.00
222 11 1 37.00 |  5 2 690.00 3243.69 34360.86 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  14.70 -1.00 -1.00 -1.00 |  306.50 4039.00 282.50 2881.00 258.50 294.00
224 11 1 43.00 |  5 2 690.00 3243.69 34360.86 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  15.19 -1.00 -1.00 -1.00 |  288.50 3811.00 312.50 2984.00 264.50 519.00
226 11 1 47.00 |  5 2 690.00 3243.69 34360.86 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  15.45 -1.00 -1.00 -1.00 |  292.50 4281.00 315.50 1775.00 268.50 964.00
228 11 1 50.00 |  5 2 690.00 3243.69 34360.86 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  14.85 -1.00 -1.00 -1.00 |  295.50 4720.00 318.50 1263.00 271.50 1240.00
230 11 1 20.00 |  5 2 650.00 3055.65 7903.97 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  19.61 -1.00 -1.00 -1.00 |  289.50 2919.00 266.50 2769.00 242.50 821.00
232 11 1 25.00 |  5 2 650.00 3055.65 7903.97 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  19.84 -1.00 -1.00 -1.00 |  270.50 3116.00 294.50 2349.00 246.50 1084.00
234 11 1 30.00 |  5 2 650.00 3055.65 7903.97 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  19.78 -1.00 -1.00 -1.00 |  275.50 3295.00 299.50 1730.00 251.50 1530.00
236 11 1 35.00 |  5 2 650.00 3055.65 7903.97 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  20.39 -1.00 -1.00 -1.00 |  280.50 3282.00 256.50 1927.00 304.50 1303.00
238 11 1 40.00 |  5 2 650.00 3055.65 7903.97 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  20.07 -1.00 -1.00 -1.00 |  285.50 3113.00 261.50 2316.00 309.50 729.00
241 11 1 45.00 |  5 2 650.00 3055.65 7903.97 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  19.90 -1.00 -1.00 -1.00 |  290.50 3022.00 266.50 2753.00 242.50 770.00
242 11 1 50.00 |  5 2 650.00 3055.65 7903.97 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  20.03 -1.00 -1.00 -1.00 |  271.50 3051.00 294.50 2435.00 247.50 1141.00
245 11 1 23.00 |  5 2 650.00 3055.65 7903.97 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  21.81 -1.00 -1.00 -1.00 |  269.50 3696.00 292.50 2622.00 245.50 1290.00
246 11 1 27.00 |  5 2 650.00 3055.65 7903.97 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  21.59 -1.00 -1.00 -1.00 |  272.50 4086.00 296.50 2133.00 249.50 1477.00
249 11 1 33.00 |  5 2 650.00 3055.65 7903.97 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  21.42 -1.00 -1.00 -1.00 |  278.50 4404.00 254.50 1947.00 302.50 1398.00
251 11 1 37.00 |  5 2 650.00 3055.65 7903.97 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  21.81 -1.00 -1.00 -1.00 |  282.50 4019.00 258.50 2534.00 306.50 1016.00
253 11 1 43.00 |  5 2 650.00 3055.65 7903.97 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  21.90 -1.00 -1.00 -1.00 |  288.50 3599.00 264.50 3074.00 240.50 963.00
254 11 1 47.00 |  5 2 650.00 3055.65 7903.97 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  21.60 -1.00 -1.00 -1.00 |  268.50 3656.00 292.50 2966.00 244.50 1139.00
257 11 1 20.00 |  5 2 670.00 3149.67 16479.92 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  16.84 -1.00 -1.00 -1.00 |  290.50 5466.00 266.50 1812.00 313.50 1408.00
258 11 1 25.00 |  5 2 670.00 3149.67 16479.92 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  17.53 -1.00 -1.00 -1.00 |  294.50 4871.00 271.50 2791.00 318.50 796.00
261 11 1 30.00 |  5 2 670.00 3149.67 16479.92 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  18.12 -1.00 -1.00 -1.00 |  299.50 4197.00 275.50 3547.00 251.50 602.00
262 11 1 35.00 |  5 2 670.00 3149.67 16479.92 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  17.53 -1.00 -1.00 -1.00 |  280.50 4512.00 304.50 3177.00 256.50 886.00
264 11 1 40.00 |  5 2 670.00 3149.67 16479.92 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  17.57 -1.00 -1.00 -1.00 |  285.50 5015.00 309.50 2259.00 261.50 1307.00
266 11 1 45.00 |  5 2 670.00 3149.67 16479.92 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  17.25 -1.00 -1.00 -1.00 |  290.50 5302.00 266.50 1798.00 313.50 1467.00
268 11 1 50.00 |  5 2 670.00 3149.67 16479.92 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  19.21 -1.00 -1.00 -1.00 |  295.50 4161.00 271.50 2367.00 318.50 826.00
270 11 1 43.00 |  5 2 690.00 3243.69 34360.86 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  16.22 -1.00 -1.00 -1.00 |  312.50 3364.00 288.50 3190.00 264.50 549.00
273 11 1 37.00 |  5 2 690.00 3243.69 34360.86 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  14.11 -1.00 -1.00 -1.00 |  306.50 5784.00 282.50 1853.00 329.50 497.00
296 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  42.55 187.56 671125.25 41.92 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
297 13 1 5.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  39.74 -1.00 -1.00 -1.00 |  350.50 2308.00 326.50 152.00 374.50 115.00
299 13 1 0.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  12.25 -1.00 -1.00 -1.00 |  334.50 4082.00 357.50 3618.00 310.50 54.00
300 13 1 2.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  11.83 -1.00 -1.00 -1.00 |  336.50 4969.00 359.50 2725.00 312.50 73.00
301 13 1 4.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  11.25 -1.00 -1.00 -1.00 |  337.50 5545.00 361.50 2103.00 314.50 98.00
302 13 1 6.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  10.30 -1.00 -1.00 -1.00 |  339.50 3042.00 363.50 794.00 316.50 56.00
303 13 1 8.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  9.13 -1.00 -1.00 -1.00 |  341.50 3335.00 365.50 507.00 317.50 82.00
304 13 1 10.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  8.44 -1.00 -1.00 -1.00 |  344.50 3400.00 368.50 259.00 321.50 178.00
305 13 1 12.00 |  5 2 799.00 3756.10 13879.30 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  8.02 -1.00 -1.00 -1.00 |  345.50 3425.00 321.50 214.00 369.50 194.00
306 13 1 14.00 |  5 2 799.00 3756.10 13879.30 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  8.41 -1.00 -1.00 -1.00 |  347.50 3452.00 323.50 330.00 371.50 126.00
307 13 1 16.00 |  5 2 799.00 3756.10 13879.30 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  8.46 -1.00 -1.00 -1.00 |  349.50 3329.00 325.50 454.00 373.50 58.00
308 13 1 18.00 |  5 2 799.00 3756.10 13879.30 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  10.32 -1.00 -1.00 -1.00 |  351.50 3012.00 327.50 818.00 375.50 23.00
309 13 1 20.00 |  5 2 799.00 3756.10 13879.30 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  11.03 -1.00 -1.00 -1.00 |  353.50 2754.00 329.50 1097.00 376.50 10.00
310 13 1 22.00 |  5 2 799.00 3756.10 13879.30 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  11.78 -1.00 -1.00 -1.00 |  355.50 2433.00 331.50 1427.00 307.50 16.00
311 13 1 24.00 |  5 2 799.00 3756.10 13879.30 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  11.99 -1.00 -1.00 -1.00 |  356.50 2186.00 333.50 1697.00 309.50 16.00
312 13 1 26.00 |  5 2 799.00 3756.10 13879.30 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  12.08 -1.00 -1.00 -1.00 |  335.50 2204.00 358.50 1654.00 311.50 23.00
313 13 1 0.00 |  5 2 799.00 3756.10 13879.30 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  12.07 -1.00 -1.00 -1.00 |  357.50 2401.00 334.50 2163.00 310.50 16.00
314 13 1 4.00 |  5 2 799.00 3756.10 13879.30 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  11.65 -1.00 -1.00 -1.00 |  337.50 3058.00 361.50 1472.00 314.50 45.00
315 13 1 8.00 |  5 2 799.00 3756.10 13879.30 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  9.41 -1.00 -1.00 -1.00 |  341.50 3791.00 365.50 693.00 317.50 97.00
316 13 1 12.00 |  5 2 799.00 3756.10 13879.30 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  7.73 -1.00 -1.00 -1.00 |  345.50 4094.00 369.50 265.00 321.50 217.00
317 13 1 16.00 |  5 2 799.00 3756.10 13879.30 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  8.13 -1.00 -1.00 -1.00 |  349.50 3994.00 325.50 480.00 373.50 83.00
318 13 1 20.00 |  5 2 799.00 3756.10 13879.30 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  10.40 -1.00 -1.00 -1.00 |  353.50 3534.00 329.50 1064.00 305.50 16.00
319 13 1 24.00 |  5 2 799.00 3756.10 13879.30 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  12.02 -1.00 -1.00 -1.00 |  356.50 2636.00 333.50 1912.00 309.50 15.00
340 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  10.49 9.85 6.70 7.61 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
341 13 0 -1.00 |  5 2 781.00 3671.48 8240.25 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  10.77 10.26 7.32 7.99 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
342 13 0 -1.00 |  5 2 760.00 3572.76 4485.13 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  11.91 11.48 8.92 9.48 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
343 13 0 -1.00 |  5 2 740.00 3478.74 2512.98 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  13.54 12.96 10.71 11.45 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
344 13 0 -1.00 |  5 2 740.00 3478.74 2512.98 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  13.87 13.25 11.08 11.85 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
345 13 0 -1.00 |  5 2 721.00 3389.42 1449.38 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  15.57 15.02 13.15 13.80 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
346 13 0 -1.00 |  5 2 700.00 3290.70 788.89 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  17.06 16.56 14.88 15.46 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
347 13 0 -1.00 |  5 2 680.00 3196.68 442.01 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  20.70 18.06 16.52 19.40 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
348 13 0 -1.00 |  5 2 661.00 3107.36 254.93 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  38.97 22.53 21.31 38.27 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
349 13 0 -1.00 |  5 2 640.00 3008.64 138.76 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  55.98 34.31 68.90 55.48 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
350 13 0 -1.00 |  5 2 619.00 2909.92 75.53 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  107.40 299.07 659845.69 107.08 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
351 13 0 -1.00 |  5 2 601.00 2825.30 44.84 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  137.87 722.00 722.81 137.57 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
352 13 0 -1.00 |  5 2 580.00 2726.58 24.41 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  134.53 1113581.75 921818.56 134.24 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
353 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.19 9.81 6.62 7.20 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
354 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.58 9.98 6.84 7.74 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
357 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.60 |  11.03 10.46 7.56 8.34 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
358 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  10.94 10.77 7.94 8.23 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
365 13 0 -1.00 |  5 2 700.00 3290.70 788.89 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.60 |  16.96 16.77 15.11 15.35 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
366 13 0 -1.00 |  5 2 700.00 3290.70 788.89 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  17.37 17.28 15.67 15.80 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
373 13 0 -1.00 |  5 2 721.00 3389.42 1449.38 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.60 |  15.73 15.44 13.64 13.98 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
374 13 0 -1.00 |  5 2 721.00 3389.42 1449.38 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  15.86 15.32 13.49 14.13 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
381 13 0 -1.00 |  5 2 740.00 3478.74 2512.98 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.60 |  14.19 13.54 11.40 12.22 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
382 13 0 -1.00 |  5 2 740.00 3478.74 2512.98 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  14.42 13.94 11.90 12.49 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
389 13 0 -1.00 |  5 2 760.00 3572.76 4485.13 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.60 |  12.46 12.16 9.80 10.15 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
390 13 0 -1.00 |  5 2 760.00 3572.76 4485.13 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  12.56 12.39 10.05 10.28 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
397 13 0 -1.00 |  5 2 781.00 3671.48 8240.25 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.60 |  11.56 11.20 8.46 9.04 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
398 13 0 -1.00 |  5 2 781.00 3671.48 8240.25 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  11.39 11.19 8.53 8.82 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
405 211 0 -1.00 |  5 2 700.00 3290.70 788.89 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.60 |  22.53 20.21 18.85 21.34 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
406 211 0 -1.00 |  5 2 700.00 3290.70 788.89 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  23.09 20.01 18.64 21.93 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
413 211 0 -1.00 |  5 2 721.00 3389.42 1449.38 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.60 |  44.05 18.22 16.72 43.44 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
414 211 0 -1.00 |  5 2 721.00 3389.42 1449.38 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  21.87 18.18 16.67 20.64 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
421 211 0 -1.00 |  5 2 740.00 3478.74 2512.98 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.60 |  17.11 16.18 14.48 15.51 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
422 211 0 -1.00 |  5 2 740.00 3478.74 2512.98 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  17.15 16.18 14.48 15.56 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
429 211 0 -1.00 |  5 2 760.00 3572.76 4485.13 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.60 |  14.92 14.29 12.32 13.05 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
430 211 0 -1.00 |  5 2 760.00 3572.76 4485.13 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  14.92 14.37 12.42 13.06 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
437 211 0 -1.00 |  5 2 781.00 3671.48 8240.25 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.60 |  12.79 12.58 10.28 10.57 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
438 211 0 -1.00 |  5 2 781.00 3671.48 8240.25 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  12.78 12.54 10.23 10.54 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
445 211 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.60 |  11.65 11.53 9.00 9.15 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
446 211 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  11.66 11.47 8.94 9.16 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
453 211 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.60 |  11.78 11.64 9.14 9.32 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
454 211 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  11.70 11.54 9.00 9.21 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
