Run Beam Mode DLY | iEta iPhi Imon VDrift Gain f_Ar f_CO f_CF4 | IPreAmpI IPreAmpF IPreAmpO IShaper IShaperFeed IComp MSPL Lat Thresh | Sigma_Histo Sigma_Gaus Sigma_Cont Sigma_Num | Pk1_Pos Pk1_Int Pk2_Pos Pk2_Int Pk3_Pos Pk3_Int
173 13 0 -1.00 |  5 2 610.00 2867.61 3658.09 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  21.46 21.17 19.89 20.21 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
175 13 0 -1.00 |  5 2 630.00 2961.63 7742.27 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  19.17 18.55 17.08 17.76 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
177 13 0 -1.00 |  5 2 650.00 3055.65 16386.39 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  16.29 15.57 13.79 14.61 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
179 13 0 -1.00 |  5 2 670.00 3149.67 34681.46 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  14.13 13.43 11.28 12.15 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
181 13 0 -1.00 |  5 2 690.00 3243.69 73402.58 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  12.70 11.79 9.29 10.45 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
183 13 0 -1.00 |  5 2 710.00 3337.71 155355.03 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  11.56 10.46 7.60 9.04 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
185 13 0 -1.00 |  5 2 550.00 2585.55 385.84 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  86.90 1288.35 914.40 86.54 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
187 13 0 -1.00 |  5 2 570.00 2679.57 816.63 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  40.90 25.28 41.84 40.24 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
189 13 0 -1.00 |  5 2 590.00 2773.59 1728.39 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  26.69 22.39 21.18 25.68 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
191 13 0 -1.00 |  5 2 610.00 2867.61 3658.09 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  20.65 19.63 18.24 19.35 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
193 13 0 -1.00 |  5 2 630.00 2961.63 7742.27 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  18.68 17.40 15.82 17.23 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
195 13 0 -1.00 |  5 2 650.00 3055.65 16386.39 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  15.85 14.71 12.79 14.11 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
197 13 0 -1.00 |  5 2 670.00 3149.67 34681.46 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  14.02 12.94 10.69 12.03 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
199 13 0 -1.00 |  5 2 690.00 3243.69 73402.58 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.21 11.38 8.74 11.06 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
201 13 0 -1.00 |  5 2 710.00 3337.71 155355.03 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.66 10.41 7.43 9.16 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
203 11 1 30.00 |  5 2 690.00 3243.69 73402.58 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  12.16 -1.00 -1.00 -1.00 |  296.50 2983.00 320.50 815.00 273.50 239.00
205 11 1 35.00 |  5 2 690.00 3243.69 73402.58 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  9.04 -1.00 -1.00 -1.00 |  301.50 7521.00 278.50 964.00 325.50 286.00
207 11 1 40.00 |  5 2 690.00 3243.69 73402.58 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  10.52 -1.00 -1.00 -1.00 |  306.50 6803.00 282.50 1838.00 259.50 75.00
209 11 1 45.00 |  5 2 690.00 3243.69 73402.58 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  12.46 -1.00 -1.00 -1.00 |  311.50 5519.00 287.50 3182.00 263.50 136.00
211 11 1 50.00 |  5 2 690.00 3243.69 73402.58 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  12.92 -1.00 -1.00 -1.00 |  292.50 5034.00 316.50 3481.00 268.50 250.00
213 11 1 20.00 |  5 2 690.00 3243.69 73402.58 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  12.28 -1.00 -1.00 -1.00 |  311.50 5553.00 287.50 3174.00 263.50 119.00
215 11 1 25.00 |  5 2 690.00 3243.69 73402.58 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  12.87 -1.00 -1.00 -1.00 |  292.50 5087.00 315.50 3385.00 268.50 271.00
217 11 1 23.00 |  5 2 690.00 3243.69 73402.58 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  13.27 -1.00 -1.00 -1.00 |  290.50 5175.00 313.50 3069.00 266.50 402.00
219 11 1 27.00 |  5 2 690.00 3243.69 73402.58 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  11.86 -1.00 -1.00 -1.00 |  294.50 6553.00 317.50 1672.00 270.50 603.00
221 11 1 33.00 |  5 2 690.00 3243.69 73402.58 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  12.56 -1.00 -1.00 -1.00 |  300.50 4703.00 276.50 1643.00 323.50 251.00
223 11 1 37.00 |  5 2 690.00 3243.69 73402.58 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  12.61 -1.00 -1.00 -1.00 |  303.50 4917.00 279.50 2029.00 256.50 113.00
225 11 1 43.00 |  5 2 690.00 3243.69 73402.58 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  13.48 -1.00 -1.00 -1.00 |  309.50 3671.00 285.50 3235.00 262.50 222.00
227 11 1 47.00 |  5 2 690.00 3243.69 73402.58 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  13.91 -1.00 -1.00 -1.00 |  289.50 4122.00 313.50 2388.00 266.50 427.00
229 11 1 50.00 |  5 2 690.00 3243.69 73402.58 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  13.74 -1.00 -1.00 -1.00 |  292.50 4586.00 315.50 1872.00 268.50 613.00
231 11 1 20.00 |  5 2 650.00 3055.65 16386.39 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  16.85 -1.00 -1.00 -1.00 |  287.50 4025.00 263.50 1984.00 311.50 690.00
233 11 1 25.00 |  5 2 650.00 3055.65 16386.39 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  17.54 -1.00 -1.00 -1.00 |  292.50 3207.00 268.50 2765.00 244.50 501.00
235 11 1 30.00 |  5 2 650.00 3055.65 16386.39 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  17.15 -1.00 -1.00 -1.00 |  273.50 3361.00 296.50 1794.00 249.50 856.00
237 11 1 35.00 |  5 2 650.00 3055.65 16386.39 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  17.69 -1.00 -1.00 -1.00 |  278.50 3480.00 301.50 1881.00 254.50 1158.00
239 11 1 40.00 |  5 2 650.00 3055.65 16386.39 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  17.73 -1.00 -1.00 -1.00 |  282.50 3538.00 259.50 1652.00 306.50 1053.00
240 11 1 45.00 |  5 2 650.00 3055.65 16386.39 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  16.93 -1.00 -1.00 -1.00 |  287.50 3998.00 263.50 2059.00 311.50 724.00
243 11 1 50.00 |  5 2 650.00 3055.65 16386.39 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  15.87 -1.00 -1.00 -1.00 |  292.50 4463.00 268.50 3290.00 245.50 394.00
244 11 1 23.00 |  5 2 650.00 3055.65 16386.39 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  15.64 -1.00 -1.00 -1.00 |  290.50 4845.00 266.50 2963.00 313.50 438.00
247 11 1 27.00 |  5 2 650.00 3055.65 16386.39 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  15.59 -1.00 -1.00 -1.00 |  294.50 4532.00 270.50 3475.00 246.50 426.00
248 11 1 33.00 |  5 2 650.00 3055.65 16386.39 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  15.56 -1.00 -1.00 -1.00 |  276.50 4764.00 299.50 3152.00 252.50 672.00
250 11 1 37.00 |  5 2 650.00 3055.65 16386.39 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  15.68 -1.00 -1.00 -1.00 |  280.50 5226.00 303.50 2342.00 256.50 1038.00
252 11 1 43.00 |  5 2 650.00 3055.65 16386.39 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  15.25 -1.00 -1.00 -1.00 |  285.50 5592.00 262.50 1767.00 309.50 1157.00
255 11 1 47.00 |  5 2 650.00 3055.65 16386.39 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  15.43 -1.00 -1.00 -1.00 |  289.50 5376.00 265.50 2424.00 313.50 652.00
256 11 1 20.00 |  5 2 670.00 3149.67 34681.46 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  13.58 -1.00 -1.00 -1.00 |  287.50 5828.00 311.50 2238.00 263.50 715.00
259 11 1 25.00 |  5 2 670.00 3149.67 34681.46 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  13.07 -1.00 -1.00 -1.00 |  292.50 6292.00 268.50 1296.00 315.50 1072.00
260 11 1 30.00 |  5 2 670.00 3149.67 34681.46 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  12.94 -1.00 -1.00 -1.00 |  296.50 6134.00 273.50 2170.00 320.50 339.00
263 11 1 35.00 |  5 2 670.00 3149.67 34681.46 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  13.22 -1.00 -1.00 -1.00 |  301.50 5060.00 278.50 3447.00 254.50 233.00
265 11 1 40.00 |  5 2 670.00 3149.67 34681.46 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  14.13 -1.00 -1.00 -1.00 |  282.50 4576.00 306.50 3745.00 259.50 438.00
267 11 1 45.00 |  5 2 670.00 3149.67 34681.46 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  13.67 -1.00 -1.00 -1.00 |  287.50 5816.00 311.50 2138.00 263.50 785.00
269 11 1 50.00 |  5 2 670.00 3149.67 34681.46 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  14.77 -1.00 -1.00 -1.00 |  292.50 4471.00 268.50 1295.00 315.50 1002.00
271 11 1 43.00 |  5 2 690.00 3243.69 73402.58 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  12.01 -1.00 -1.00 -1.00 |  309.50 5532.00 285.50 2495.00 262.50 127.00
272 11 1 37.00 |  5 2 690.00 3243.69 73402.58 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  10.37 -1.00 -1.00 -1.00 |  303.50 6449.00 279.50 1515.00 327.50 84.00
296 13 0 -1.00 |  5 2 800.00 3760.80 7664.32 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  46.53 254.39 2.34 45.95 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
297 13 1 5.00 |  5 2 800.00 3760.80 7664.32 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  50.23 -1.00 -1.00 -1.00 |  334.50 1896.00 311.50 392.00 358.50 208.00
299 13 1 0.00 |  5 2 800.00 3760.80 7664.32 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  12.21 -1.00 -1.00 -1.00 |  329.50 5311.00 306.50 1264.00 353.50 634.00
300 13 1 2.00 |  5 2 800.00 3760.80 7664.32 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  12.59 -1.00 -1.00 -1.00 |  332.50 5068.00 308.50 1742.00 355.50 477.00
301 13 1 4.00 |  5 2 800.00 3760.80 7664.32 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  13.10 -1.00 -1.00 -1.00 |  333.50 4722.00 310.50 2108.00 357.50 394.00
302 13 1 6.00 |  5 2 800.00 3760.80 7664.32 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  13.49 -1.00 -1.00 -1.00 |  335.50 2168.00 311.50 1280.00 359.50 150.00
303 13 1 8.00 |  5 2 800.00 3760.80 7664.32 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  13.57 -1.00 -1.00 -1.00 |  337.50 1993.00 313.50 1552.00 361.50 99.00
304 13 1 10.00 |  5 2 800.00 3760.80 7664.32 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  13.22 -1.00 -1.00 -1.00 |  316.50 1893.00 340.50 1577.00 293.50 76.00
305 13 1 12.00 |  5 2 799.00 3756.10 7461.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  13.00 -1.00 -1.00 -1.00 |  317.50 1937.00 341.50 1552.00 293.50 60.00
306 13 1 14.00 |  5 2 799.00 3756.10 7461.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  13.06 -1.00 -1.00 -1.00 |  319.50 2164.00 343.50 1387.00 295.50 106.00
307 13 1 16.00 |  5 2 799.00 3756.10 7461.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  12.63 -1.00 -1.00 -1.00 |  321.50 2337.00 344.50 1139.00 297.50 137.00
308 13 1 18.00 |  5 2 799.00 3756.10 7461.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  12.76 -1.00 -1.00 -1.00 |  323.50 2511.00 347.50 864.00 300.50 228.00
309 13 1 20.00 |  5 2 799.00 3756.10 7461.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  12.19 -1.00 -1.00 -1.00 |  325.50 2683.00 348.50 704.00 301.50 293.00
310 13 1 22.00 |  5 2 799.00 3756.10 7461.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  12.04 -1.00 -1.00 -1.00 |  327.50 2696.00 350.50 562.00 303.50 374.00
311 13 1 24.00 |  5 2 799.00 3756.10 7461.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  12.53 -1.00 -1.00 -1.00 |  328.50 2631.00 305.50 539.00 352.50 445.00
312 13 1 26.00 |  5 2 799.00 3756.10 7461.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  12.32 -1.00 -1.00 -1.00 |  330.50 2621.00 307.50 687.00 354.50 305.00
313 13 1 0.00 |  5 2 799.00 3756.10 7461.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  12.88 -1.00 -1.00 -1.00 |  330.50 3177.00 306.50 880.00 353.50 444.00
314 13 1 4.00 |  5 2 799.00 3756.10 7461.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  12.94 -1.00 -1.00 -1.00 |  333.50 2916.00 310.50 1355.00 357.50 211.00
315 13 1 8.00 |  5 2 799.00 3756.10 7461.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  13.36 -1.00 -1.00 -1.00 |  337.50 2379.00 314.50 1989.00 361.50 97.00
316 13 1 12.00 |  5 2 799.00 3756.10 7461.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  13.21 -1.00 -1.00 -1.00 |  317.50 2448.00 341.50 1905.00 294.50 91.00
317 13 1 16.00 |  5 2 799.00 3756.10 7461.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  12.76 -1.00 -1.00 -1.00 |  321.50 2948.00 345.50 1324.00 298.50 199.00
318 13 1 20.00 |  5 2 799.00 3756.10 7461.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  12.25 -1.00 -1.00 -1.00 |  325.50 3322.00 348.50 863.00 301.50 359.00
319 13 1 24.00 |  5 2 799.00 3756.10 7461.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  12.47 -1.00 -1.00 -1.00 |  329.50 3273.00 305.50 744.00 352.50 484.00
320 13 1 0.00 |  5 2 780.00 3666.78 4485.33 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  14.69 -1.00 -1.00 -1.00 |  306.50 2131.00 330.50 2079.00 353.50 168.00
321 13 1 4.00 |  5 2 780.00 3666.78 4485.33 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  14.40 -1.00 -1.00 -1.00 |  310.50 2567.00 333.50 1581.00 286.50 221.00
322 13 1 8.00 |  5 2 780.00 3666.78 4485.33 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  14.03 -1.00 -1.00 -1.00 |  313.50 2875.00 337.50 1202.00 290.50 326.00
323 13 1 12.00 |  5 2 780.00 3666.78 4485.33 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  13.45 -1.00 -1.00 -1.00 |  317.50 3164.00 341.50 759.00 293.50 543.00
324 13 1 16.00 |  5 2 780.00 3666.78 4485.33 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  13.89 -1.00 -1.00 -1.00 |  321.50 3064.00 297.50 837.00 345.50 562.00
325 13 1 20.00 |  5 2 780.00 3666.78 4485.33 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  14.46 -1.00 -1.00 -1.00 |  325.50 2682.00 301.50 1441.00 348.50 320.00
326 13 1 24.00 |  5 2 780.00 3666.78 4485.33 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.36 |  14.69 -1.00 -1.00 -1.00 |  328.50 2263.00 305.50 1919.00 352.50 182.00
328 13 0 -1.00 |  5 2 579.00 2721.88 20.58 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  138.81 19314.40 6590.28 138.52 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
329 13 0 -1.00 |  5 2 600.00 2820.60 36.11 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  127.86 27203.88 4.54 127.56 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
330 13 0 -1.00 |  5 2 620.00 2914.62 61.71 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  117.58 712.71 56697.05 117.27 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
331 13 0 -1.00 |  5 2 640.00 3008.64 105.45 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  128.04 1768.98 34.78 127.74 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
332 13 0 -1.00 |  5 2 660.00 3102.66 180.18 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  58.26 43.76 43.16 57.77 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
333 13 0 -1.00 |  5 2 680.00 3196.68 307.89 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  0.00 -1.00 -1.00 0.00 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
334 13 0 -1.00 |  5 2 700.00 3290.70 526.11 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  0.00 -1.00 -1.00 0.00 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
335 13 0 -1.00 |  5 2 720.00 3384.72 898.99 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  0.00 -1.00 -1.00 0.00 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
336 13 0 -1.00 |  5 2 740.00 3478.74 1536.15 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  0.00 -1.00 -1.00 0.00 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
337 13 0 -1.00 |  5 2 760.00 3572.76 2624.91 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  0.00 -1.00 -1.00 0.00 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
338 13 0 -1.00 |  5 2 780.00 3666.78 4485.33 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  0.00 -1.00 -1.00 0.00 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
339 13 0 -1.00 |  5 2 799.00 3756.10 7461.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  0.00 -1.00 -1.00 0.00 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
340 13 0 -1.00 |  5 2 799.00 3756.10 7461.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  12.59 12.21 9.80 10.32 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
341 13 0 -1.00 |  5 2 780.00 3666.78 4485.33 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  13.81 13.21 11.04 11.77 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
342 13 0 -1.00 |  5 2 760.00 3572.76 2624.91 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  15.64 15.07 13.21 13.87 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
343 13 0 -1.00 |  5 2 739.00 3474.04 1495.55 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  17.67 16.99 15.38 16.13 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
344 13 0 -1.00 |  5 2 739.00 3474.04 1495.55 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  18.21 17.50 15.94 16.72 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
345 13 0 -1.00 |  5 2 720.00 3384.72 898.99 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  19.74 19.09 17.65 18.37 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
346 13 0 -1.00 |  5 2 700.00 3290.70 526.11 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  22.14 21.75 20.49 20.93 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
347 13 0 -1.00 |  5 2 679.00 3191.98 299.75 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  24.57 27.64 26.64 23.48 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
348 13 0 -1.00 |  5 2 660.00 3102.66 180.18 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  77.04 293.75 948025.06 76.65 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
349 13 0 -1.00 |  5 2 640.00 3008.64 105.45 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  115.29 625.82 771296.94 114.98 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
350 13 0 -1.00 |  5 2 619.00 2909.92 60.08 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  165.50 2991108.25 278757.97 165.21 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
351 13 0 -1.00 |  5 2 600.00 2820.60 36.11 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  120.39 19555.13 1.87 120.09 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
352 13 0 -1.00 |  5 2 579.00 2721.88 20.58 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  152.78 5003.85 0.39 152.49 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
353 13 0 -1.00 |  5 2 799.00 3756.10 7461.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.55 12.17 9.78 10.27 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
354 13 0 -1.00 |  5 2 799.00 3756.10 7461.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.60 12.13 9.74 10.33 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
359 13 0 -1.00 |  5 2 799.00 3756.10 7461.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.60 |  13.11 12.87 10.62 10.95 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
360 13 0 -1.00 |  5 2 799.00 3756.10 7461.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  12.98 12.73 10.43 10.79 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
367 13 0 -1.00 |  5 2 700.00 3290.70 526.11 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.60 |  20.51 22.45 21.23 19.19 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
368 13 0 -1.00 |  5 2 700.00 3290.70 526.11 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  20.69 22.54 21.34 19.39 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
375 13 0 -1.00 |  5 2 720.00 3384.72 898.99 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.60 |  19.46 18.67 17.20 18.07 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
376 13 0 -1.00 |  5 2 720.00 3384.72 898.99 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  19.09 18.08 16.54 17.67 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
383 13 0 -1.00 |  5 2 739.00 3474.04 1495.55 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.60 |  17.97 17.35 15.75 16.45 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
384 13 0 -1.00 |  5 2 739.00 3474.04 1495.55 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  17.46 16.93 15.30 15.89 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
